,playlist,track_id,year,Title,Artist,Album,Genre,spotify_id,popularity,Genre2
570,Replay 2020,1384,2020,Playing Games (Extended Version),Summer Walker,,,2xyx0o4xNOLLjBSbOOdcbA,75.0,
571,Replay 2020,3345,2020,The Weekend,SZA,Ctrl,R&B/Soul,6gU9OKjOE7ghfEd55oRO57,77.0,R&B/Soul
572,Replay 2020,2297,2020,To Be Human (feat. Labrinth),Sia,,,1ZZBpYcE6uw4vsZwhXGv0e,49.0,
573,Replay 2020,3437,2020,"Genius (feat. Sia, Diplo & Labrinth)",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,4xigPf2sigSPmuFH3qCelB,75.0,Pop
574,Replay 2021,1670,2021,Devil May Cry (feat. Kim Ximya),Tabber,Deep End Mixtape - EP,Hip-Hop/Rap,,,Hip-Hop/Rap
575,Replay 2021,1634,2021,Dreaming,CCOLA,Dreaming - Single,K-Pop,0nhn7LuuuJVgGvczKCxL9M,2.0,K-Pop
576,Replay 2021,1788,2021,chocolate (feat. Horim),BRWN,Lean on me - EP,Hip-Hop/Rap,4iNz1e0dALH8BqoLExdRNG,1.0,Hip-Hop/Rap
577,Replay 2021,1744,2021,Lighter,Colde,idealism,Indie Rock,7yPkaHwI1RILlhFiWrdGkU,28.0,Indie Rock
578,Replay 2021,1800,2021,JUST FUN!,"Balming Tiger, Omega Sapien, bj wnjn & sogumm",JUST FUN! / LOOP? - Single,K-Pop,20BxzpGJ18yF8JW9JkI5aB,38.0,K-Pop
579,Replay 2021,1614,2021,WA-R-R,Colde,Love Part 1,R&B/Soul,0fiYcTgkSZ1E3kZdDlSgkO,64.0,R&B/Soul
580,Replay 2021,1776,2021,Blur (Prod. Snow-Key),Seora,Contrast - Single,R&B/Soul,48EmbbJ2SI6lX6mDixxkwo,7.0,R&B/Soul
581,Replay 2021,1680,2021,How to Love (feat. BIGONE),Kim Mi Jeong,How to Love (feat. BIGONE) - Single,K-Pop,7djFSU9JiTXxKzD7jQMmHC,16.0,K-Pop
582,Replay 2021,1780,2021,Make Me Better,KittiB,Make Me Better - Single,R&B/Soul,7IwFJcwizQHj94ZWk0KSnd,19.0,R&B/Soul
583,Replay 2021,1792,2021,fallin (feat. Liss),george,fallin (feat. Liss) - Single,R&B/Soul,1joLvqSBVz1UeCX2CjfPuM,23.0,R&B/Soul
584,Replay 2021,1816,2021,Take care,george & SUMIN,TAKE CARE with KozyPop - Single,R&B/Soul,70DVA4wY7aKItEs0B5X3Zu,29.0,R&B/Soul
585,Replay 2021,1756,2021,B W/ u (feat. MRSHLL),Noair & DAUL,B W/ u (feat. MRSHLL) - Single,K-Pop,3ZjLlymaEWP0Sa9aGzLtCR,3.0,K-Pop
586,Replay 2021,1884,2021,Thinking About You,Choi Ga Eun,"The Life, The Love",K-Pop,6B7UkKAmS6uXfKCvDxKInO,2.0,K-Pop
587,Replay 2021,1882,2021,ALIEN,LEE SUHYUN,ALIEN - Single,K-Pop,46CBJtc2XYcOzv6PI4OWGR,45.0,K-Pop
588,Replay 2021,1602,2021,Tomboy,KIARA,Tomboy - Single,K-Pop,25dnhaDe5FBFmcqgS8OTEH,11.0,K-Pop
589,Replay 2021,10731,2021,E-Girls Are Ruining My Life!,CORPSE,,,7bCfHiRcfUjG0YVVNUL7Ve,65.0,
590,Replay 2021,1844,2021,BREAK WALL (feat. SAAY),THE CONVERSE ALL STARS & Kona,ALL STARS - EP,K-Pop,,,K-Pop
591,Replay 2021,1632,2021,sunbeam,meenoi,DA DA! - EP,R&B/Soul,4rxXZ0j1KPaIIh5jcLBATF,27.0,R&B/Soul
592,Replay 2021,1592,2021,Yayou Hoi,sogumm & OHHYUK,Yayou Hoi - Single,K-Pop,72uerGsS3eLO72OU4fZLjj,32.0,K-Pop
593,Replay 2021,1814,2021,0415,Yerin Baek,tellusboutyourself,Electronic,4sTAVny7kGT8YOwJIMRage,34.0,Electronic
594,Replay 2021,3121,2021,Eternal Sunshine,Jhené Aiko,Souled Out (Deluxe Edition),R&B/Soul,3t844ssjXzE9M3SDtUxTI4,59.0,R&B/Soul
595,Replay 2021,3773,2021,Sweet November,SZA,Z - EP,R&B/Soul,7swGurTfZlwx7mTOE8PpIc,63.0,R&B/Soul
596,Replay 2021,4973,2021,Even Though I Love You (feat. JEMINN),CRUCiAL STAR,love u so march - Single,Hip-Hop/Rap,01SWJLhrJbBX7AV6qA45Fx,26.0,Hip-Hop/Rap
597,Replay 2021,3119,2021,Spotless Mind,Jhené Aiko,Souled Out (Deluxe Edition),R&B/Soul,5Xe4fAuhqxQRSjTWNZLSqJ,64.0,R&B/Soul
598,Replay 2021,5063,2021,Do U Wrong (feat. Syd),Leven Kali,,,7qFhAfUbytgPIVz4TYb3hT,47.0,R&B/Soul
599,Replay 2021,2981,2021,None of Your Concern (feat. Big Sean),Jhené Aiko,,,75MSZRbAbQuzfUV3Pefvut,62.0,R&B/Soul
600,Replay 2021,1534,2021,Do You ...,Simple Minds,,,3fH4KjXFYMmljxrcGrbPj9,77.0,
601,Replay 2021,3763,2021,Childs Play (feat. Chance the Rapper),SZA,Z - EP,R&B/Soul,7GPstnufSTScEaw9dMxO9H,69.0,R&B/Soul
602,Replay 2021,3769,2021,Green Mile,SZA,Z - EP,R&B/Soul,0FclB23LoCgzu0jm9VOPuq,48.0,R&B/Soul
603,Replay 2021,3091,2021,The A Team,Ed Sheeran,+ (Deluxe Version),Singer/Songwriter,1VdZ0vKfR5jneCmWIUAMxK,73.0,Singer/Songwriter
604,Replay 2021,1758,2021,Ex (feat. yagan camp),29thofmay,29thofmay - EP,K-Pop,,,K-Pop
605,Replay 2021,10729,2021,White Tee,Lil Peep,,,6Ac8Byr6GByGr3wDH7JjYh,76.0,
606,Replay 2021,3439,2021,"Audio (feat. Sia, Diplo & Labrinth)",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,100eDEmpWV5YGVCqHI0leU,62.0,Pop
607,Replay 2021,1484,2021,Learn Ya,6LACK,,,2V8OJ8i3WBh4Los9wG6OKQ,50.0,R&B/Soul
608,Replay 2021,3775,2021,Omega,SZA,Z - EP,R&B/Soul,2EToRpTwkuy7B0Hi74g7jF,46.0,R&B/Soul
609,Replay 2021,3745,2021,Adorn,Miguel,Kaleidoscope Dream,R&B/Soul,25cUhiAod71TIQSNicOaW3,73.0,R&B/Soul
610,Replay 2021,1346,2021,Alone Together,Fall Out Boy,,,5MsZIaCYY6Tsdph0LiB0hE,60.0,Alternative
611,Replay 2021,1492,2021,Time,The Weeknd,,,0FIDCNYYjNvPVimz5icugS,93.0,
612,Replay 2021,1434,2021,Luving U,6LACK,,,5irqvOUbWsUefjZ8KPSQ66,56.0,R&B/Soul
613,Replay 2021,3997,2021,Gidget (feat. Anderson .Paak & T.Nava),Free Nationals,Free Nationals,R&B/Soul,1UrxBDCv9kDRIBUc2oskNR,55.0,R&B/Soul
614,Replay 2021,10723,2021,Boiling Point (feat. Simon Dominic & Tabber),punchnello,,,1P1j7RHJ1rv5hRbjookpCI,35.0,
615,Replay 2021,2957,2021,B.S. (feat. H.E.R.),Jhené Aiko,,,63wx9vdskaXbYxyDx4oJCZ,69.0,R&B/Soul
616,Replay 2021,3989,2021,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),Free Nationals,Free Nationals,R&B/Soul,6QFCMUUq1T2Vf5sFUXcuQ7,83.0,R&B/Soul
617,Replay 2021,2158,2021,NunWrong,Leven Kali,,,708tNyhEmoEsAqD6lux7gz,25.0,R&B/Soul
618,Replay 2021,5019,2021,Shape of My Heart,Backstreet Boys,Black & Blue,Pop,35o9a4iAfLl5jRmqMX9c1D,73.0,Pop
619,Replay 2021,3441,2021,"Thunderclouds (feat. Sia, Diplo & Labrinth)",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,4lJNen4SMTIJMahALc3DcB,69.0,Pop
620,Replay 2021,2787,2021,Run to You,Pentatonix,"PTX, Vol. II - EP",Pop,1bukNCD9JEwNp235Ov0iZH,41.0,Pop
621,Replay 2021,1522,2021,How Many Drinks?,Miguel,,,5ctk3VJoHoURSiwkCJn2bf,65.0,R&B/Soul
622,Replay 2021,1790,2021,ratherkillyou,Cherry Coke,every flower you gave me,R&B/Soul,11oa2RKpIaAmK91iLjQoqe,11.0,R&B/Soul
623,Replay 2021,1684,2021,Don't,Ed Sheeran,x (Wembley Edition),Pop,1huvTbEYtgltjQRXzrNKGi,71.0,Pop
624,Replay 2021,2953,2021,Hatshepsut (feat. Queen Latifah),,,,,,
625,Replay 2021,3431,2021,Introspection,UMI,Introspection - EP,R&B/Soul,5byMYiGxEFH2UzqNWOztGW,41.0,R&B/Soul
626,Replay 2021,1850,2021,Brooklyn Love,Lolo Zouaï,Brooklyn Love - Single,Pop,1F0tYkzGNjogSmx49DiaBa,43.0,Pop
627,Replay 2021,3711,2021,Remember Me,UMI,Remember Me - Single,R&B/Soul,630Ug0XtmhhFvAKo0PNuEI,61.0,R&B/Soul
628,Replay 2021,3977,2021,P*$$Y Fairy (OTW),Jhené Aiko,Chilombo,R&B/Soul,48KXAIruJ07kJVCWOGohMV,64.0,R&B/Soul
629,Replay 2021,1822,2021,PrimeTime (feat. Miguel),Janelle Monáe,The Electric Lady,R&B/Soul,5dzV75f9qVXVvdXLTqIG4L,48.0,R&B/Soul
630,Replay 2021,1688,2021,Photograph,Ed Sheeran,x (Wembley Edition),Pop,6fxVffaTuwjgEk5h9QyRjy,71.0,Pop
631,Replay 2021,10733,2021,Back to Black,Amy Winehouse,,,3FAclTFfvUuQYnEsptbK8w,82.0,
632,Replay 2021,5207,2021,Best Part (feat. H.E.R.),Daniel Caesar,,,1Q7EgiMOuwDcB0PJC6AzON,80.0,
633,Replay 2021,2218,2021,Come Through and Chill (feat. J. Cole & Salaam Remi),Miguel,,,1m8WpLYXEiNVZchsWEcCSy,66.0,R&B/Soul
634,Replay 2021,2156,2021,Triggered (Remix) [feat. 21 Savage & Summer Walker],,,,,,
635,Replay 2021,2543,2021,Battle Scars,Lupe Fiasco & Guy Sebastian,"Food & Liquor II: The Great American Rap Album, Pt. 1",Hip-Hop/Rap,1hWYT0w2R0J19rlVkiez7X,64.0,Hip-Hop/Rap
636,Replay 2021,1366,2021,Sure Thing,Miguel,,,0JXXNGljqupsJaZsgSbMZV,86.0,R&B/Soul
637,Replay 2021,4129,2021,Good Days,SZA,Good Days - Single,R&B/Soul,4PMqSO5qyjpvzhlLI5GnID,84.0,R&B/Soul
638,Replay 2021,2208,2021,Chu Chu,Britney Spears,,,6I9VzXrHxO9rA9A5euc8Ak,85.0,
639,Replay 2021,10727,2021,Incomplete,Sisqo,,,3w8Mw9GHYepoTWOSdiyosj,64.0,
640,Replay 2021,2955,2021,Happiness Over Everything (H.O.E.) [feat. Future & Miguel],Jhené Aiko,,,2yUy5eFAFWAichjrySJWA2,52.0,R&B/Soul
641,Replay 2021,2991,2021,"A Little Less Sixteen Candles, a Little More ""Touch Me""",Fall Out Boy,,,4pmU8AtVu9qU40Xd9zjEfA,64.0,Alternative
642,Replay 2021,1692,2021,Wake Me Up,Ed Sheeran,+ (Deluxe Version),Pop,0ygAYQQy7bfDN6gH640bbl,51.0,Pop
643,Replay 2021,1442,2021,On Sight,Kanye West,,,1gqkRc9WtOpnGIqxf2Hvzr,75.0,
644,Replay 2021,2130,2021,"This Ain't a Scene, It's an Arms Race",Fall Out Boy,,,1oagRT7LfpVlNJN6FSZDGp,72.0,Alternative
645,Replay 2021,1374,2021,All I Want Is You (feat. J.Cole),Miguel,,,5VA4Ispp52EA1sOqzMz3Av,74.0,R&B/Soul
646,Replay 2021,1868,2021,MADE 4 U (feat. Syd),Leven Kali,HIGHTIDE,R&B/Soul,,,R&B/Soul
647,Replay 2021,2757,2021,Valentine,Pentatonix,"PTX, Vol. II - EP",Pop,5djjmpqAOlne6d5RSHQmvu,32.0,Pop
648,Replay 2021,3127,2021,Simple and Clean,Hikaru Utada,Colors - EP,J-Pop,2G8tfTExxzpRKssKzKwDYV,56.0,J-Pop
649,Replay 2021,5009,2021,Quit Playing Games (With My Heart),Backstreet Boys,Backstreet Boys,Pop,1nRwyxNsqCLeA17qR8Nfxx,60.0,Pop
650,Replay 2021,1892,2021,ALL RIGHT (Remix),LIM KIM,ALL RIGHT (Remix) - Single,Pop,0njAAvNO3XYddlosJSZEgx,7.0,Pop
651,Replay 2021,1666,2021,Afire Love,Ed Sheeran,x (Wembley Edition),Pop,12B0Twa9kRz45Xw2PgXHJm,57.0,Pop
652,Replay 2021,3339,2021,Doves In The Wind (feat. Kendrick Lamar),SZA,Ctrl,R&B/Soul,593W4qZOwwdqF6YnimJjL6,73.0,R&B/Soul
653,Replay 2021,2299,2021,"Sugar, We're Goin Down",Fall Out Boy,,,2TfSHkHiFO4gRztVIkggkE,79.0,Alternative
654,Replay 2021,2152,2021,Anxiety (feat. Selena Gomez),,,,,,
655,Replay 2021,1836,2021,Reckless,Arin Ray,Platinum Fire (Deluxe),R&B/Soul,1BybndP1YgPEIk6WUnL6kT,50.0,R&B/Soul
656,Replay 2021,1888,2021,Over (feat. 6LACK),Syd,Fin,R&B/Soul,7M7IOOxwJpr6Fwf3YQbBCB,38.0,R&B/Soul
657,Replay 2021,3445,2021,"No New Friends (feat. Sia, Diplo & Labrinth)",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,6Dma0t0hOe6Bd6u5YRKF3n,56.0,Pop
658,Replay 2021,1736,2021,Lucid Dreams,St. Beauty,Running to the Sun,R&B/Soul,0VhpCosvpLVUT6RItmD0v6,26.0,R&B/Soul
659,Replay 2021,10725,2021,Ain't No Rest for the Wicked,Cage The Elephant,,,3Pzh926pXggbMe2ZpXyMV7,76.0,
660,Replay 2021,5021,2021,Show Me the Meaning of Being Lonely,Backstreet Boys,Millennium,Pop,3BsaRV5QIulYz2lV9WWa8T,70.0,Pop
661,Replay 2021,1422,2021,DO U (feat. Queen WA$ABII) [Radio Edit],MRSHLL,,,5UhndFQNpVwz8aTddcVsMl,1.0,
662,Replay 2021,3451,2021,"Genius (feat. Lil Wayne, Sia, Diplo & Labrinth) [Lil Wayne Remix]",LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD",Pop,4TlbZgqxhJ6uN3tpVyjw90,53.0,Pop
663,Replay 2021,3351,2021,Broken Clocks,SZA,Ctrl,R&B/Soul,2fXwCWkh6YG5zU1IyvQrbs,83.0,R&B/Soul
664,Replay 2021,2291,2021,"Dance, Dance",Fall Out Boy,,,0a7BloCiNzLDD9qSQHh5m7,78.0,Alternative
665,Replay 2021,2180,2021,I'll Never Break Your Heart,Backstreet Boys,,,4lq4yY0y3XqDQZsx03ITaH,52.0,Pop
666,Replay 2021,10721,2021,Alone,Heart,,,54b8qPFqYqIndfdxiLApea,76.0,
667,Replay 2021,3761,2021,Ur,SZA,Z - EP,R&B/Soul,7sg9ToL94GAiksETi5GZGz,52.0,R&B/Soul
668,Replay 2021,10719,2021,crisis (feat. CIKI),Haeil,,,5ZQNP26MVDie7pPsXzjBrh,27.0,
669,Replay 2021,10735,2021,Hexagon,Waterflame,,,5svY8mnFDKMsZ5WcRaah3M,44.0,
670,Replay 2021,2387,2021,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans (Deluxe),Pop,161DnLWsx1i3u1JT05lzqU,85.0,Pop
671,Replay 2021,2371,2021,Just The Way You Are (feat. Lupe Fiasco) [Remix],Bruno Mars,Doo-Wops & Hooligans (Deluxe),Pop,,,Pop
672,Replay 2021,2271,2021,Q.U.E.E.N. (feat. Erykah Badu),Janelle Monáe,,,3HW030T8eqPs8wpsgZqCGM,46.0,R&B/Soul
673,Replay 2021,1968,2021,The Lazy Song,Bruno Mars,Doo-Wops & Hooligans (Deluxe),Pop,1ExfPZEiahqhLyajhybFeS,75.0,Pop
674,Replay 2022,3743,2022,Kaleidoscope Dream,Miguel,Kaleidoscope Dream,R&B/Soul,6iUFlR4E2dfY9RzqEuzSce,38.0,R&B/Soul
675,Replay 2022,2937,2022,Tryna Smoke (feat. Micahfonecheck),Jhené Aiko,,,2i9gBA2yLG1wCCKHQGKAyz,32.0,R&B/Soul
676,Replay 2022,2921,2022,Down Again (feat. Wiz Khalifa),Jhené Aiko,,,4eYG3dbR174o9ZGgYTMdNY,38.0,R&B/Soul
677,Replay 2022,1344,2022,Cheers To the Fall,Andra Day,,,3jUDmvxw0ZyGAUmyqRikMj,31.0,R&B/Soul
678,Replay 2022,2387,2022,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans (Deluxe),Pop,161DnLWsx1i3u1JT05lzqU,85.0,Pop
679,Replay 2022,3715,2022,Psilocybin (Love In Full Effect) [feat. Dr. Chill],Jhené Aiko,Trip,R&B/Soul,,,R&B/Soul
680,Replay 2022,3975,2022,Kiss Me More (feat. SZA),Doja Cat,Planet Her (Deluxe),Pop,3DarAbFujv6eYNliUTyqtz,84.0,Pop
681,Replay 2022,1624,2022,93 Million Miles,Jason Mraz,Love Is a Four Letter Word (Deluxe Version),Pop,1s8tP3jP4GZcyHDsjvw218,51.0,Pop
682,Replay 2022,3453,2022,Have It All,Jason Mraz,Know.,Pop,7BXW1QCg56yzEBV8pW8pah,66.0,Pop
683,Replay 2022,1822,2022,PrimeTime (feat. Miguel),Janelle Monáe,The Electric Lady,R&B/Soul,5dzV75f9qVXVvdXLTqIG4L,48.0,R&B/Soul
684,Replay 2022,2271,2022,Q.U.E.E.N. (feat. Erykah Badu),Janelle Monáe,,,3HW030T8eqPs8wpsgZqCGM,46.0,R&B/Soul
685,Replay 2022,3461,2022,Wise Woman,Jason Mraz,Look For the Good (Deluxe Edition),Pop,7HTHt4ssmovXitoLMvWZ7u,47.0,Pop
686,Replay 2022,3459,2022,The Remedy (I Won't Worry),Jason Mraz,Waiting for My Rocket to Come,Pop,4tK4ARuilOrBzwVQK73E0Y,62.0,Pop
687,Replay 2022,3135,2022,I Won't Give Up,Jason Mraz,Love Is a Four Letter Word (Deluxe Version),Pop,53QF56cjZA9RTuuMZDrSA6,73.0,Pop
688,Replay 2022,3121,2022,Eternal Sunshine,Jhené Aiko,Souled Out (Deluxe Edition),R&B/Soul,3t844ssjXzE9M3SDtUxTI4,59.0,R&B/Soul
689,Replay 2022,2815,2022,Money Make Her Smile,Bruno Mars,Unorthodox Jukebox,Pop,6FPQabaldvKE5cjqRfY9Os,56.0,Pop
690,Replay 2022,3987,2022,34+35 (Remix) [feat. Doja Cat & Megan Thee Stallion],Ariana Grande,34+35 (Remix) [feat. Doja Cat & Megan Thee Stallion] - Single,Pop,2sQH02O2HBCPJCztBrCWNa,64.0,Pop
691,Replay 2022,2112,2022,Money Bag,Cardi B,,,1vBeIXlzbAieGoDqInav5j,51.0,Hip-Hop/Rap
692,Replay 2022,3119,2022,Spotless Mind,Jhené Aiko,Souled Out (Deluxe Edition),R&B/Soul,5Xe4fAuhqxQRSjTWNZLSqJ,64.0,R&B/Soul
693,Replay 2022,1474,2022,Summer Breeze,Seals and Crofts,,,3B0ms7Xlxl16tRztKHpcu9,71.0,
694,Replay 2022,3125,2022,Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,Soul,2nGFzvICaeEWjIrBrL2RAx,80.0,Soul
695,Replay 2022,1870,2022,Every Kind of Way,H.E.R.,H.E.R.,R&B/Soul,0Aa3g9EQoPNt6PiKjaUeb7,65.0,R&B/Soul
696,Replay 2022,4009,2022,Money,Cardi B,Money - Single,Hip-Hop/Rap,2GGMabyHXnJmjY6CXhhB2e,70.0,Hip-Hop/Rap
697,Replay 2022,4895,2022,Magic Hour,Jhené Aiko,Chilombo,R&B/Soul,2siIhRYyrbKp9rGFAD4TVx,50.0,R&B/Soul
698,Replay 2022,1446,2022,Lucky (feat. Colbie Caillat),Jason Mraz,,,7FMqPuhsyqfA65Mw0QgU1i,37.0,Pop
699,Replay 2022,2967,2022,Woman,Doja Cat,,,6Uj1ctrBOjOas8xZXGqKk4,83.0,R&B/Soul
700,Replay 2022,1534,2022,Do You ...,Simple Minds,,,3fH4KjXFYMmljxrcGrbPj9,77.0,
701,Replay 2022,3745,2022,Adorn,Miguel,Kaleidoscope Dream,R&B/Soul,25cUhiAod71TIQSNicOaW3,73.0,R&B/Soul
702,Replay 2022,4065,2022,Wild Things (Acoustic Version),Alessia Cara,Know-It-All (Deluxe),Pop,3FAzlNPlVImGsbjnHHft6K,49.0,Pop
703,Replay 2022,4055,2022,Here (2:00 AM Version),Alessia Cara,Know-It-All (Deluxe),Pop,5O8Tg0laVqXLT9tvcdQyL2,38.0,Pop
704,Replay 2022,2885,2022,LOVE AGAIN,John Newman,,,5VSCgNlSmTV2Yq5lB40Eaw,66.0,
705,Replay 2022,2959,2022,A Long Walk,Jill Scott,,,1CeizRCGEYPWooEeVfmyFL,58.0,R&B/Soul
706,Replay 2022,1428,2022,About Damn Time,Lizzo,,,6HMtHNpW6YPi1hrw9tgF8P,76.0,Pop
707,Replay 2022,1678,2022,Fallin' for You,Colbie Caillat,Breakthrough (Deluxe Version),Pop,1le5KVGTF1xWf2aUj7ruLy,60.0,Pop
708,Replay 2022,1640,2022,Pretty Brown Skin,ALTON KIING,Pretty Brown Skin - Single,Hip-Hop/Rap,6HQGvFpCVErOGaTkdwGqkh,34.0,Hip-Hop/Rap
709,Replay 2022,1674,2022,Bubbly,Colbie Caillat,Coco,Pop,0rFOs9paloAvEtzwDX1Kmc,68.0,Pop
710,Replay 2022,4869,2022,D'Evils,SiR,November,R&B/Soul,0wY9rA9fJkuESyYm9uzVK5,69.0,R&B/Soul
711,Replay 2022,3711,2022,Remember Me,UMI,Remember Me - Single,R&B/Soul,630Ug0XtmhhFvAKo0PNuEI,61.0,R&B/Soul
712,Replay 2022,1346,2022,Alone Together,Fall Out Boy,,,5MsZIaCYY6Tsdph0LiB0hE,60.0,Alternative
713,Replay 2022,1472,2022,Smile More,sammy rash,,,1NNUcz8YMp6OKElVufO1Sj,54.0,
714,Replay 2022,2114,2022,ANOTHER DAY,Calmly,,,1k31wrxoxxtoOcIj88OK2d,73.0,
715,Replay 2022,2973,2022,Naked,Chappell Roan,,,4LKYOetuIF5c9XjeLBL9av,79.0,
716,Replay 2022,2377,2022,Count On Me,Bruno Mars,Doo-Wops & Hooligans (Deluxe),Pop,7l1qvxWjxcKpB9PCtBuTbU,75.0,Pop
717,Replay 2022,5071,2022,Hello,Jack Harlow,,,6gH1UKDAhWS6qXzKXB4wuY,76.0,
718,Replay 2022,3339,2022,Doves In The Wind (feat. Kendrick Lamar),SZA,Ctrl,R&B/Soul,593W4qZOwwdqF6YnimJjL6,73.0,R&B/Soul
719,Replay 2022,4057,2022,Little Brown Girl,Ebony Jenae,Little Brown Girl - Single,R&B/Soul,7maQglVERmzrHmUwgsMFmw,37.0,R&B/Soul
720,Replay 2022,3981,2022,"Love Me Like You Do (From ""Fifty Shades of Grey"")",Ellie Goulding,Delirium,Pop,3zHq9ouUJQFQRf3cm1rRLu,78.0,Pop
721,Replay 2022,3361,2022,Rise Up,Andra Day,Cheers to the Fall,R&B/Soul,0tV8pOpiNsKqUys0ilUcXz,75.0,R&B/Soul
722,Replay 2022,3995,2022,Comfortable,H.E.R.,Comfortable - Single,R&B/Soul,3f3cliOygeuUpGRwdohy12,62.0,R&B/Soul
723,Replay 2022,2987,2022,Them Changes,Thundercat,,,7CH99b2i1TXS5P8UUyWtnM,71.0,
724,Replay 2022,2975,2022,Get Into It (Yuh),Doja Cat,,,0W6I02J9xcqK8MtSeosEXb,74.0,R&B/Soul
725,Replay 2022,2194,2022,Halfcrazy,Musiq Soulchild,,,3oXNIpoUMdk8qGkwCeXqGv,63.0,R&B/Soul
726,Replay 2022,2134,2022,Under Control,Calvin Harris,,,4J7CKHCF3mdL4diUsmW8lq,77.0,
727,Replay 2022,4053,2022,"10,000 Hours",Dan + Shay & Justin Bieber,"10,000 Hours - Single",Country,2wrJq5XKLnmhRXHIAf9xBa,74.0,Country
728,Replay 2022,4981,2022,Nothing Even Matters (feat. D'Angelo),Lauryn Hill,The Miseducation of Lauryn Hill,R&B/Soul,1Q0lOGB52skgfzdcq233vs,64.0,R&B/Soul
729,Replay 2022,2128,2022,I Am Not My Hair (feat. Akon),India.Arie,,,7rha7gubXd3NJmBYGOAkeO,38.0,R&B/Soul
730,Replay 2022,1686,2022,Let It Burn,Jazmine Sullivan,Reality Show,R&B/Soul,6KOc6ViZB8NtfCVABmTe66,55.0,R&B/Soul
731,Replay 2022,2024,2022,"Lions, Tigers & Bears",Jazmine Sullivan,Fearless,R&B/Soul,7zqM7Wm2xJLZ50qAnTLoHD,51.0,R&B/Soul
732,Replay 2022,2162,2022,This Woman's Work (Remastered 2021),Maxwell,,,741OE401HO7ZCaPhEqCZ7w,59.0,
733,Replay 2022,3131,2022,Try,Colbie Caillat,Gypsy Heart,Pop,6buXDkw3Gv4fQC1OZKUhnR,56.0,Pop
734,Replay 2022,4043,2022,Feel Good Inc.,Gorillaz,Demon Days,Alternative,0d28khcov6AiegSCpG5TuT,88.0,Alternative
735,Replay 2022,2325,2022,N Side,Steve Lacy,,,12ILYlOEfWL8ei0BEgFJn0,73.0,R&B/Soul
736,Replay 2022,1676,2022,One Call Away,Charlie Puth,Nine Track Mind (Deluxe),Pop,5MwIGPDKeDb7SpblcaQP6O,72.0,Pop
737,Replay 2022,4189,2022,7 Years,Lukas Graham,Lukas Graham,Pop,5kqIPrATaCc2LqxVWzQGbk,82.0,Pop
738,Replay 2022,1692,2022,Wake Me Up,Ed Sheeran,+ (Deluxe Version),Pop,0ygAYQQy7bfDN6gH640bbl,51.0,Pop
739,Replay 2022,1540,2022,Thinkin Bout You,Frank Ocean,,,7DfFc7a6Rwfi3YQMRbDMau,86.0,
740,Replay 2022,2190,2022,Something Bout the Rain,Pip Millett,,,6PXKqJMn67xcO4Oz3g910s,36.0,
741,Replay 2022,2279,2022,Ex-Factor,Ms. Lauryn Hill,,,2VjXGuPVVxyhMgER3Uz2Fe,76.0,
742,Replay 2022,1976,2022,Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans (Deluxe),Pop,7BqBn9nzAq8spo5e7cZ0dJ,88.0,Pop
743,Replay 2022,5053,2022,breathin,Calmly,,,1rNrkdsYifXmB4aGxSbJ1k,70.0,
744,Replay 2022,3091,2022,The A Team,Ed Sheeran,+ (Deluxe Version),Singer/Songwriter,1VdZ0vKfR5jneCmWIUAMxK,73.0,Singer/Songwriter
745,Replay 2022,1514,2022,He Loves Me (Lyzel in E Flat),Jill Scott,,,2PzYqACbv12FNhrlHPfJEH,53.0,R&B/Soul
746,Replay 2022,3881,2022,Happier,Marshmello & Bastille,Happier - Single,Dance,7BqHUALzNBTanL6OvsqmC1,84.0,Dance
747,Replay 2022,2991,2022,"A Little Less Sixteen Candles, a Little More ""Touch Me""",Fall Out Boy,,,4pmU8AtVu9qU40Xd9zjEfA,64.0,Alternative
748,Replay 2022,3989,2022,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),Free Nationals,Free Nationals,R&B/Soul,6QFCMUUq1T2Vf5sFUXcuQ7,83.0,R&B/Soul
749,Replay 2022,3969,2022,Something Just Like This,The Chainsmokers & Coldplay,Memories...Do Not Open,Dance,6RUKPb4LETWmmr3iAEQktW,89.0,Dance
750,Replay 2022,2299,2022,"Sugar, We're Goin Down",Fall Out Boy,,,2TfSHkHiFO4gRztVIkggkE,79.0,Alternative
751,Replay 2022,3455,2022,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things,Pop,3S0OXQeoh0w6AY8WQVckRW,80.0,Pop
752,Replay 2022,2130,2022,"This Ain't a Scene, It's an Arms Race",Fall Out Boy,,,1oagRT7LfpVlNJN6FSZDGp,72.0,Alternative
