,apple_id,spotify_id,artist,title,popularity
295,3447,2VDTgXwf3F6kcpX4HI0BKy,Sia,"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",50
296,2911,2hloaUoRonYssMuqLCBLTX,Ariana Grande,bloodline,78
297,1406,6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,84
298,1398,3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,"thank u, next",80
299,2901,4uTvPEr01pjTbZgl7jcKBD,Ariana Grande,NASA,64
300,1400,4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,"break up with your girlfriend, i'm bored",76
301,3783,3Giw6C0tPg9XFbopWRjRVO,PJ Morton,Alright - Live,33
302,2887,3wFLWP0FcIqHK1wb1CPthQ,Ariana Grande,fake smile,63
303,3777,3ht2PBKbkqSJ0XEkQuNHnZ,PJ Morton,First Began,46
304,3781,59n8t2h8uKaKWfq1vBgyvY,PJ Morton,Religion (feat. Lecrae) - Live,28
305,3789,2oREwvo9bbvxnMPQyKmBoN,PJ Morton,Go Thru Your Phone,34
306,1388,3IX0yuEVvDbnqUwMBB3ouC,Olivia Rodrigo,bad idea right?,80
307,1394,4cluDES4hQEUhmXj6TXkSo,One Direction,What Makes You Beautiful,85
308,3779,1nR45hPphraeLSO5utjH7T,PJ Morton,Claustrophobic (feat. Pell),35
309,3617,5jFpDZYzYFb0YLHpR4l4Kw,PJ Morton,Sticking to My Guns,39
310,1392,5BoIP8Eha5hwmRVURkC2Us,Jason Derulo,In My Head,66
311,3787,4hh7PsbpzyuorZWrn9uhVS,PJ Morton,They Gon' Wanna Come,34
312,3785,5EjEUW3OLWDcFR3JTnenIM,PJ Morton,Everything's Gonna Be Alright (feat. BJ the Chicago Kid & The HamilTones) - Live,30
313,3719,0GGSPe4DC0qkKyFb9Erao5,Snoh Aalegra,Fool For You,59
314,2236,4SBVWkRIMJ6WBCYPvr5Bwr,Anderson .Paak,Make It Better (feat. Smokey Robinson),60
315,1396,2vdBo4ALPYbHRUPKgtE5iC,Ariana Grande,ghostin,69
316,3791,3SjAiqAQ6sMmsJBeVw0nMf,PJ Morton,How Deep Is Your Love (feat. Yebba) - Live,64
317,2281,6RpunyUP44SDweJPDScLSF,Anderson .Paak,Come Home (feat. André 3000),54
318,2172,1BSZGNpIm2nBt1hWSK2bRp,Anderson .Paak,Good Heels (feat. Jazmine Sullivan),54
319,3449,3j4lctlzJqDLNZjTLmc9CV,Sia,"It's Time (feat. Sia, Diplo, and Labrinth)",45
320,2168,70pZIQqQ37SrNCADx0FiPN,Anderson .Paak,Jet Black (feat. Brandy),56
321,2240,3AN70xkC9i9fFBpKlukRhY,Anderson .Paak,Winners Circle,48
322,2238,577g1tDBKntqev2lLDydxs,Anderson .Paak,Reachin' 2 Much (feat. Lalah Hathaway),47
323,2170,51rXHuKN8Loc4sUlKPODgH,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",71
324,1710,5LRhh638m5uoVRV4tXWrbj,The Paragon Project,Time Is a Teacher (feat. Deshawn Goncalves),0
325,1564,5YcPaD42EIHnDSDE5FT5Xe,Cardi B,Leave That Bitch Alone,30
326,1542,5XdHz3HfGGOsvdhe06oxts,Cardi B,Lick (feat. Offset),43
327,2333,2YpeDb67231RjR0MgVLzsG,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix,75
328,1538,6GBEjkFlNzM2trwa8rgnIU,Cardi B,Hectic (feat. DJ Hardwerk),32
329,2899,1f5PNhkNgUpvDEeZfcIlO1,Cardi B,I Do (feat. SZA),64
330,2301,2qT1uLXPVPzGgFOx4jtEuo,Ariana Grande,no tears left to cry,78
331,2094,5DfWF0jqMgZDCiu9zJENTA,Cardi B,Ring (feat. Kehlani),66
332,3577,3NWTRZ0A8xKlBP1qgNftql,The Internet,Special Affair,61
333,1376,6KBYefIoo7KydImq1uUQlL,Cardi B,Bodak Yellow,73
334,2210,2sU9EjevkrU9OkPZudvFNN,Imagine Dragons,Believer (feat. Lil Wayne),61
335,5073,4P5KoWXOxwuobLmHXLMobV,Nirvana,Come As You Are,80
336,3901,2FY7b99s15jUprqC0M5NCT,Imagine Dragons,Natural,81
337,4991,2RSHsoi04658QL5xgQVov3,Imagine Dragons,Bad Liar,81
338,1352,2qcG0nZ6S3zZV0UrkY5nFo,Cardi B,Drip (feat. Migos),55
339,2096,58q2HKrzhC3ozto2nDdN4z,Cardi B,I Like It,77
340,2311,30VHURM5NOfoZmqp2iKawS,Kacey Musgraves,Butterflies,67
341,1570,4EzkcqltSOxYE2lstuLOFs,Toosii,Pull Up (feat. 21 Savage),59
342,1338,57bgtoPSgt236HzfBOd8kj,AC/DC,Thunderstruck,86
343,2913,4rK0tm0Xj3k33p52wzs72s,Ollie,Non-fiction,42
344,1498,1PS1QMdUqOal0ai3Gt7sDQ,Kanye West,Gold Digger,80
345,5011,2Yl4OmDby9iitgNWZPwxkd,Cardi B,Be Careful,69
346,2969,4pNzBbGcqXofx8mLBPTeih,Lady Gaga,Killah (feat. Gesaffelstein),81
347,1512,1BZG99C7Co1r6QUC3zaS59,Selena Gomez,Same Old Love,69
348,3161,1MCpVJ7tFCQR7qPYmxFL2s,Annie,Anthonio - Berlin Breakdown Version Remastered,43
349,1508,15DrrIod12Tc2IoMaHiwlQ,Imagine Dragons,I Bet My Life,60
350,2224,6KuHjfXHkfnIjdmcIvt9r0,Imagine Dragons,On Top Of The World,69
351,1496,3YEbLhXRDPTtctnb3ddg8g,Megan Thee Stallion,Big Ole Freak,62
352,1580,0Z2ZuiZ9kxO5zqxrPLcBUV,Hikaru Utada,Passion - after the battle,35
353,2915,3PFaFVWq5wucLu6s4baj9D,The Internet,Girl (feat. KAYTRANADA),64
354,1554,1LoriJC05IrHIDwj3q0KC1,Selena Gomez,Hands To Myself,67
355,3409,0CALOqrkXAE7WB2nyIATLk,Hikaru Utada,Face My Fears (English Version),53
356,4037,2rMAtCaTj16NptyVfEIeAC,Megan Thee Stallion,Cash Shit (feat. DaBaby),66
357,1408,3HWzoMvoF3TQfYg4UPszDq,Lizzo,Truth Hurts,71
358,1372,17Yq72h0p15OhCbZ5lJ5gd,Cardi B,Bickenhead,50
359,2335,6VixoRqnikN4QqegoKUSbH,Ludacris,Pimpin' All Over The World,55
360,1480,4Q3ERWBrb4lhDvAPyANjY5,Don Henley,The Boys Of Summer - Remastered 2024,78
361,1866,0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,87
362,2993,4UCcMs2pI6qFVaqaYTMn8m,Remixdj,Good for You - Instrumental Version,14
363,2981,75MSZRbAbQuzfUV3Pefvut,Jhené Aiko,None Of Your Concern (feat. Big Sean),62
364,2283,3eN46sMTppXYMAyWi37wn1,Drake,Come Thru,65
365,1616,5z51HY4ei5QhTjcvwq5Msw,Wale,On Chill (feat. Jeremih),61
366,1620,6Vdyu21iT8qScU1haSjWUU,Quality Control,"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",65
367,5207,1Q7EgiMOuwDcB0PJC6AzON,Daniel Caesar,Best Part (feat. H.E.R.),80
368,1486,7EkiMl81fUHVwpItgtzI4r,Summer Walker,I'll Kill You (feat. Jhené Aiko),68
369,2955,2yUy5eFAFWAichjrySJWA2,Jhené Aiko,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),52
370,2214,2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,82
371,1492,0FIDCNYYjNvPVimz5icugS,The Weeknd,Timeless (feat Playboi Carti),93
372,2905,6WC5YDTKztcTU3tWux0Jk1,H.E.R.,Something Keeps Pulling Me Back,42
373,1850,1F0tYkzGNjogSmx49DiaBa,Lolo Zouaï,Brooklyn Love,43
374,1442,1gqkRc9WtOpnGIqxf2Hvzr,Kanye West,On Sight,75
375,1466,07nH4ifBxUB4lZcsf44Brn,Calvin Harris,Blame (feat. John Newman),82
376,2927,6WVSnyKQGzs1fosa2I3FMQ,Free Nationals,Shibuya (feat. Syd),62
377,2957,63wx9vdskaXbYxyDx4oJCZ,Jhené Aiko,B.S. (feat. H.E.R.),69
378,3989,6QFCMUUq1T2Vf5sFUXcuQ7,Justin Bieber,Beauty And A Beat,83
379,2861,7Ffgp7DIow5wECYQyzEiTq,Ari Lennox,BMO,51
380,3977,48KXAIruJ07kJVCWOGohMV,Jhené Aiko,P*$$Y Fairy (OTW),64
381,1434,5irqvOUbWsUefjZ8KPSQ66,6LACK,Luving U,56
382,3997,1UrxBDCv9kDRIBUc2oskNR,Free Nationals,Gidget (feat. Anderson .Paak & T.Nava),55
383,1484,2V8OJ8i3WBh4Los9wG6OKQ,6LACK,Learn Ya,50
384,1452,697zIbTO0LMhupzGblYREm,Action Bronson,Imported Goods,63
385,2293,47YxktAwOYF7RXfDbBuzI6,Day Sulan,Slide-In (feat. YG),15
386,1454,4A48ckONJNoXU5smWT9CeG,Jalen Ngonda,If You Don't Want My Love,76
387,2949,3zPgAKn5tbmCuCKrR3r7qE,Jhené Aiko,Triggered (freestyle),60
388,4735,0Ri0LzOMJmqi9HGZE5cRYV,Jazmine Sullivan,Need U Bad,55
389,4873,6JsHgIkMYHcbNtKfsal2Mg,Tory Lanez,Jerry Sprunger (with T-Pain),62
390,5065,4EWCNWgDS8707fNSZ1oaA5,Kanye West,Heartless,85
391,3979,28WNotZoSqhjFHPwaeiFLA,Teyana Taylor,How You Want It? (feat. King Combs),56
392,1444,3ucRKbRlikYHyoI17gfR0c,Kehlani,All Me (feat. Keyshia Cole),56
393,2124,4ns1XFP3W5JPyzvnAjMdHD,UGK,Int'l Players Anthem (I Choose You) (feat. Outkast),64
394,1482,5ByAIlEEnxYdvpnezg7HTX,The Notorious B.I.G.,Juicy - 2005 Remaster,77
395,1500,7KSSdFCBHCfq4KPzz78ghk,Lil Baby,Heatin Up (feat. Gunna),66
396,2230,4wuCQX7JvAZLlrcmH4AeZF,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),60
397,2303,5oKxax66OjT1ZD8UTCy61h,Jhené Aiko,Sativa,54
398,2909,7uBWy2zZ0c9wyUMD1hiEQO,H.E.R.,Racks (feat. YBN Cordae),41
399,3431,5byMYiGxEFH2UzqNWOztGW,UMI,Introspection,41
400,2859,5aOpKCKguEnViGOKZxZern,City Girls,Take Yo Man,49
401,1464,4jBfUB4kQJCWOrjGLQqhO0,The Weeknd,The Morning,75
402,2869,5N1o6d8zGcSZSeMFkOUQOk,Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),62
403,3993,1gTUeWaEzyiWR7e0RIMRSa,Jhené Aiko,Sativa (feat. Swae Lee),33
404,5077,6r3duEAfFTH83DuoywkG20,Lauv,Feelings,67
405,2285,78QR3Wp35dqAhFEc2qAGjE,Lil Baby,Drip Too Hard (Lil Baby & Gunna),80
406,5123,6nBQFAIVFmAx2oZ8p6lUg6,Lizzo,Tempo (feat. Missy Elliott),59
407,1440,7G0pRsKrF1Q0kY7XMsez6u,Ya Boy Karaoke,She Knows (In the Style of Ne-Yo feat. Juicy J) [Instrumental Version],1
408,5127,0k664IuFwVP557Gnx7RhIl,Lizzo,Juice,68
409,1548,1Nk1kQx3HmUaobcAu9S26f,Tommy Richman,ACTIN UP,77
410,1456,1FdjGON62xLxgPZW8BGeHS,City Girls,Period (We Live),37
411,1544,0RRm4OS5ymfZryXBuj0G2m,City Girls,Twerk (feat. Cardi B),62
412,1366,0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,86
413,1374,5VA4Ispp52EA1sOqzMz3Av,Miguel,All I Want Is You (feat. J. Cole),74
414,1522,5ctk3VJoHoURSiwkCJn2bf,Miguel,How Many Drinks?,65
415,3773,7swGurTfZlwx7mTOE8PpIc,SZA,Sweet November,63
416,3121,3t844ssjXzE9M3SDtUxTI4,Jhené Aiko,Eternal Sunshine,59
417,3711,630Ug0XtmhhFvAKo0PNuEI,UMI,Remember Me,61
418,1534,3fH4KjXFYMmljxrcGrbPj9,Simple Minds,Don't You (Forget About Me),77
419,2963,1m8WpLYXEiNVZchsWEcCSy,Miguel,Come Through and Chill (feat. J. Cole & Salaam Remi),66
420,3995,3f3cliOygeuUpGRwdohy12,H.E.R.,Comfortable,62
421,3745,25cUhiAod71TIQSNicOaW3,Miguel,Adorn,73
422,2158,708tNyhEmoEsAqD6lux7gz,Leven Kali,Nunwrong,25
423,1364,6HUO25AttZZCoKAY0vUVtc,Kehlani,You Know Wassup,60
424,2178,1E3VQQWFQAPJkXfYHjqWoI,Megan Thee Stallion,Captain Hook,63
425,1334,5wsHLrhch5EIS6nsgld6y2,Jhené Aiko,B.S. (feat. Kehlani) - Remix,43
426,3127,2G8tfTExxzpRKssKzKwDYV,Hikaru Utada,Simple And Clean,56
427,4977,1RDLbX9L2G4zDqxXCaMJo5,6LACK,Long Nights,60
428,2343,5WoaF1B5XIEnWfmb5NZikf,Miguel,Sky Walker (feat. Travis Scott),74
429,5063,7qFhAfUbytgPIVz4TYb3hT,Leven Kali,Do U Wrong (feat. Syd),47
430,1764,39KiTKARPALXdEYaG5tqFM,Dreamville,BUSSIT (with Ari Lennox),42
431,4177,3gTK8TzE4on9Xe05QlVIFI,Gucci Mane,Big Booty (feat. Megan Thee Stallion),51
432,2309,30VHURM5NOfoZmqp2iKawS,Kacey Musgraves,Butterflies,67
433,1686,6KOc6ViZB8NtfCVABmTe66,Jazmine Sullivan,Let It Burn,55
434,1834,3GJ4hzg4lrGwU51Y3VARbF,Dan + Shay,Speechless,68
435,1384,2xyx0o4xNOLLjBSbOOdcbA,Summer Walker,Playing Games (with Bryson Tiller) - Extended Version,75
436,2297,1ZZBpYcE6uw4vsZwhXGv0e,Sia,To Be Human (feat. Labrinth),49
437,1634,0nhn7LuuuJVgGvczKCxL9M,CCOLA,DREAMING,2
438,1788,4iNz1e0dALH8BqoLExdRNG,BRWN,chocolate (feat. Horim),1
439,1744,7yPkaHwI1RILlhFiWrdGkU,Colde,Lighter,28
440,1800,20BxzpGJ18yF8JW9JkI5aB,Balming Tiger,JUST FUN!,38
441,1614,0fiYcTgkSZ1E3kZdDlSgkO,Colde,WA-R-R,64
442,1776,48EmbbJ2SI6lX6mDixxkwo,SEORA,Blur (Prod. Snow-Key),7
443,1680,7djFSU9JiTXxKzD7jQMmHC,Kim Mi Jeong,How to Love (Feat. BIGONE),16
444,1780,7IwFJcwizQHj94ZWk0KSnd,KittiB,Make Me Better,19
445,1792,1joLvqSBVz1UeCX2CjfPuM,george,fallin (feat.Liss),23
446,1816,70DVA4wY7aKItEs0B5X3Zu,george,Take care (Prod. L-like),29
447,1756,3ZjLlymaEWP0Sa9aGzLtCR,NOAIR X DAUL,B W/ u (feat. MRSHLL),3
448,1884,6B7UkKAmS6uXfKCvDxKInO,Choi Ga Eun,Thinking About You,2
449,1882,46CBJtc2XYcOzv6PI4OWGR,LEE SUHYUN,ALIEN,45
450,1602,25dnhaDe5FBFmcqgS8OTEH,KIARA,TOMBOY,11
451,10731,7bCfHiRcfUjG0YVVNUL7Ve,CORPSE,E-GIRLS ARE RUINING MY LIFE!,65
452,1632,4rxXZ0j1KPaIIh5jcLBATF,meenoi,sunbeam,27
453,1592,72uerGsS3eLO72OU4fZLjj,sogumm,yayou hoi,32
454,1814,4sTAVny7kGT8YOwJIMRage,Yerin Baek,0415,34
455,4973,01SWJLhrJbBX7AV6qA45Fx,CRUCiAL STAR,even though i love you (feat. JEMINN),26
456,3119,5Xe4fAuhqxQRSjTWNZLSqJ,Jhené Aiko,Spotless Mind,64
457,3763,7GPstnufSTScEaw9dMxO9H,SZA,Childs Play (feat. Chance the Rapper),69
458,3769,0FclB23LoCgzu0jm9VOPuq,SZA,Green Mile,48
459,10729,6Ac8Byr6GByGr3wDH7JjYh,Lil Peep,white tee,76
460,3775,2EToRpTwkuy7B0Hi74g7jF,SZA,Omega,46
461,10723,1P1j7RHJ1rv5hRbjookpCI,punchnello,"Boiling Point (feat. Simon Dominic, Tabber) (Prod. by 0channel)",35
462,5019,35o9a4iAfLl5jRmqMX9c1D,Backstreet Boys,Shape of My Heart,73
463,1790,11oa2RKpIaAmK91iLjQoqe,Cherry Coke,ratherkillyou,11
464,10733,3FAclTFfvUuQYnEsptbK8w,Amy Winehouse,Back To Black,82
465,2218,1m8WpLYXEiNVZchsWEcCSy,Miguel,Come Through and Chill (feat. J. Cole & Salaam Remi),66
466,4129,4PMqSO5qyjpvzhlLI5GnID,SZA,Good Days,84
467,2208,6I9VzXrHxO9rA9A5euc8Ak,Britney Spears,Toxic,85
468,10727,3w8Mw9GHYepoTWOSdiyosj,Sisqo,Incomplete,64
469,2991,4pmU8AtVu9qU40Xd9zjEfA,Fall Out Boy,"A Little Less Sixteen Candles, A Little More ""Touch Me""",64
470,2130,1oagRT7LfpVlNJN6FSZDGp,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",72
471,5009,1nRwyxNsqCLeA17qR8Nfxx,Backstreet Boys,Quit Playing Games (With My Heart),60
472,1892,0njAAvNO3XYddlosJSZEgx,LIM KIM,ALL RIGHT - Remix,7
473,2299,2TfSHkHiFO4gRztVIkggkE,Fall Out Boy,"Sugar, We're Goin Down",79
474,1836,1BybndP1YgPEIk6WUnL6kT,Arin Ray,Reckless,50
475,1888,7M7IOOxwJpr6Fwf3YQbBCB,Syd,Over (feat. 6LACK),38
476,10725,3Pzh926pXggbMe2ZpXyMV7,Cage The Elephant,Ain't No Rest for the Wicked,76
477,5021,3BsaRV5QIulYz2lV9WWa8T,Backstreet Boys,Show Me the Meaning of Being Lonely,70
478,1422,5UhndFQNpVwz8aTddcVsMl,MRSHLL,DO U (feat. Queen WA$ABII) - Radio Edit,1
479,2180,4lq4yY0y3XqDQZsx03ITaH,Backstreet Boys,I'll Never Break Your Heart,52
480,10721,54b8qPFqYqIndfdxiLApea,Heart,Alone,76
481,3761,7sg9ToL94GAiksETi5GZGz,SZA,Ur,52
482,10719,5ZQNP26MVDie7pPsXzjBrh,Haeil,crisis (feat. CIKI),27
483,10735,5svY8mnFDKMsZ5WcRaah3M,Waterflame,Hexagon Force,44
484,2387,161DnLWsx1i3u1JT05lzqU,Bruno Mars,Talking to the Moon,85
485,3743,6iUFlR4E2dfY9RzqEuzSce,Miguel,Kaleidoscope Dream,38
486,2937,2i9gBA2yLG1wCCKHQGKAyz,Jhené Aiko,Tryna Smoke (feat. MicahFoneCheck),32
487,2921,4eYG3dbR174o9ZGgYTMdNY,Jhené Aiko,Down Again (feat. Wiz Khalifa),38
488,3975,3DarAbFujv6eYNliUTyqtz,Doja Cat,Kiss Me More (feat. SZA),84
489,1624,1s8tP3jP4GZcyHDsjvw218,Jason Mraz,93 Million Miles,51
490,3453,7BXW1QCg56yzEBV8pW8pah,Jason Mraz,Have It All,66
491,3461,7HTHt4ssmovXitoLMvWZ7u,Jason Mraz,Wise Woman,47
492,3459,4tK4ARuilOrBzwVQK73E0Y,Jason Mraz,The Remedy (I Won't Worry),62
493,3135,53QF56cjZA9RTuuMZDrSA6,Jason Mraz,I Won't Give Up,73
494,2815,6FPQabaldvKE5cjqRfY9Os,Bruno Mars,Money Make Her Smile,56
495,3987,2sQH02O2HBCPJCztBrCWNa,Ariana Grande,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",64
496,2112,1vBeIXlzbAieGoDqInav5j,Cardi B,Money Bag,51
497,1474,3B0ms7Xlxl16tRztKHpcu9,Seals and Crofts,Summer Breeze,71
498,3125,2nGFzvICaeEWjIrBrL2RAx,Corinne Bailey Rae,Put Your Records On,80
499,1870,0Aa3g9EQoPNt6PiKjaUeb7,H.E.R.,Every Kind Of Way,65
500,4009,2GGMabyHXnJmjY6CXhhB2e,Cardi B,Money,70
501,4895,2siIhRYyrbKp9rGFAD4TVx,Jhené Aiko,Magic Hour,50
502,1446,7FMqPuhsyqfA65Mw0QgU1i,Jason Mraz,"Lucky (feat. Colbie Caillat) - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",37
503,2967,6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,83
504,4065,3FAzlNPlVImGsbjnHHft6K,Alessia Cara,Wild Things - Acoustic Version,49
505,2885,5VSCgNlSmTV2Yq5lB40Eaw,John Newman,Love Me Again,66
506,2959,1CeizRCGEYPWooEeVfmyFL,Jill Scott,A Long Walk,58
507,1428,6HMtHNpW6YPi1hrw9tgF8P,Lizzo,About Damn Time,76
508,1678,1le5KVGTF1xWf2aUj7ruLy,Colbie Caillat,Fallin' For You,60
509,1640,6HQGvFpCVErOGaTkdwGqkh,ALTON KIING,Pretty Brown Skin,34
510,1674,0rFOs9paloAvEtzwDX1Kmc,Colbie Caillat,Bubbly,68
511,4869,0wY9rA9fJkuESyYm9uzVK5,SiR,D'Evils,69
512,1472,1NNUcz8YMp6OKElVufO1Sj,sammy rash,smile more,54
513,2114,1k31wrxoxxtoOcIj88OK2d,Calmly,Another Dimension,73
514,2973,4LKYOetuIF5c9XjeLBL9av,Chappell Roan,Naked In Manhattan,79
515,2377,7l1qvxWjxcKpB9PCtBuTbU,Bruno Mars,Count on Me,75
516,5071,6gH1UKDAhWS6qXzKXB4wuY,Jack Harlow,Hello Miss Johnson,76
517,4057,7maQglVERmzrHmUwgsMFmw,Ebony Jenae,Little Brown Girl,37
518,3981,3zHq9ouUJQFQRf3cm1rRLu,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",78
519,2987,7CH99b2i1TXS5P8UUyWtnM,Thundercat,Them Changes,71
520,2975,0W6I02J9xcqK8MtSeosEXb,Doja Cat,Get Into It (Yuh),74
521,2194,3oXNIpoUMdk8qGkwCeXqGv,Musiq Soulchild,Halfcrazy,63
522,2134,4J7CKHCF3mdL4diUsmW8lq,Calvin Harris,Under Control (feat. Hurts),77
523,4053,2wrJq5XKLnmhRXHIAf9xBa,Dan + Shay,"10,000 Hours (with Justin Bieber)",74
524,4981,1Q0lOGB52skgfzdcq233vs,Ms. Lauryn Hill,Nothing Even Matters (feat. D'Angelo),64
525,2128,7rha7gubXd3NJmBYGOAkeO,India.Arie,I Am Not My Hair - Featuring Akon,38
526,2024,7zqM7Wm2xJLZ50qAnTLoHD,Jazmine Sullivan,"Lions, Tigers & Bears",51
527,2162,741OE401HO7ZCaPhEqCZ7w,Maxwell,This Woman's Work - Remastered 2021,59
528,3131,6buXDkw3Gv4fQC1OZKUhnR,Colbie Caillat,Try,56
529,4043,0d28khcov6AiegSCpG5TuT,Gorillaz,Feel Good Inc.,88
530,2325,12ILYlOEfWL8ei0BEgFJn0,Steve Lacy,N Side,73
531,1676,5MwIGPDKeDb7SpblcaQP6O,Charlie Puth,One Call Away,72
532,4189,5kqIPrATaCc2LqxVWzQGbk,Lukas Graham,7 Years,82
533,1540,7DfFc7a6Rwfi3YQMRbDMau,Frank Ocean,Thinkin Bout You,86
534,2190,6PXKqJMn67xcO4Oz3g910s,Pip Millett,Something Bout The Rain,36
535,2279,2VjXGuPVVxyhMgER3Uz2Fe,Ms. Lauryn Hill,Ex-Factor,76
536,1976,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,88
537,5053,1rNrkdsYifXmB4aGxSbJ1k,Calmly,Breathing,70
538,1514,2PzYqACbv12FNhrlHPfJEH,Jill Scott,He Loves Me (Lyzel in E Flat),53
539,3881,7BqHUALzNBTanL6OvsqmC1,Marshmello,Happier,84
540,3969,6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,Something Just Like This,89
541,3455,3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,I'm Yours,80
542,5025,00V8KJuZ0a089fa25Lc9t7,Andy Grammer,Fine By Me,64
543,1502,2JUQ7mV1AHk2owXLydmN4Z,Bruno Mars,Love's Train,66
544,1812,78mehkHd1WUDxhcLXkbrLb,Jill Scott,So In Love - feat. Anthony Hamilton,47
545,5055,48iWbsOaBUAGzMdoSmqyg1,Live,Lightning Crashes,72
546,1820,09ZcYBGFX16X8GMDrvqQwt,The Script,For the First Time,62
547,2136,5odlY52u43F5BjByhxg7wg,JVKE,golden hour,78
548,1340,2E43WFS4rRc09za2r2GmZl,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),77
549,3973,2mX2iJ6rw3ja90OPzHrmHT,Jill Scott,Crown Royal,43
550,1526,7A5bb5lFySrohhjVJSujqr,Blurred Figures,"slowly, surely",51
551,2012,2Kh1dZBgQAJQ2ZQ6AjMQdp,Lupe Fiasco,Fighters (feat. Matthew Santos),35
552,1648,72FdcAg79So8xaAHs2mbrB,Lupe Fiasco,Old School Love (feat. Ed Sheeran),44
553,3879,3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,Stressed Out,85
554,1332,5xMGrKAdfo5RDUychxfMYQ,P-Lo,Good (feat. Larry June),44
555,2353,2QfX9Pdz3q66fN3kCXl0Js,Zach Bryan,Revival,77
556,5211,21gPFGOCD2RaU21tpyQntS,Damien Styles,Bad Bitch Energy,41
557,5015,6ep8Ijqnm2hLecjN74zeCK,Andy Grammer,The Good Parts,41
558,3123,0WtM2NBVQNNJLh6scP13H8,Rema,Calm Down (with Selena Gomez),81
559,1708,70eFcWOvlMObDhURTqT4Fv,Ed Sheeran,Beautiful People (feat. Khalid),71
560,1622,1lbjDy6IIerHFGZWKG0hno,André 3000,"I swear, I Really Wanted To Make A ""Rap"" Album But This Is Literally The Way The Wind Blew Me This Time",51
561,1528,51RriaGnB6VILb54rXHKj8,Trxy!,Realize,67
562,3183,5lvdCRZG3XyQ7Ea0oKclCP,André 3000,Dreams Once Buried Beneath The Dungeon Floor Slowly Sprout Into Undying Gardens,39
563,3175,1D7g7ZejXNy4GdbDAPSg2i,André 3000,BuyPoloDisorder's Daughter Wears A 3000® Shirt Embroidered,41
564,3177,0LVCuBsPmGaYvGV3IOMXFy,André 3000,Ninety Three 'Til Infinity And Beyoncé,43
565,1410,08vjsE3N31ai3ARwj5uW2i,TLC,Dear Lie,41
566,2945,1ElGmhauttS9p7LwmHG9uM,Gigi Perez,Sometimes (Backwood),73
567,2889,0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,78
568,1416,6eyFfSsaYDSGYWOHXTuJsZ,Jelly Roll,Unpretty,62
569,5067,2NIBaWXdjaTDmytjjwbEfP,Taylor Swift,Eyes Open (Taylor's Version),60
570,1556,0w9LJae3sVlZlH2CnxTInF,Blake Shelton,God Gave Me You,63
571,2989,1ehPJRt49h6N0LoryqKZXq,Alessia Cara,How Far I'll Go - Alessia Cara Version,64
572,4063,6mb6lVLNrcUgLnEN8QnDJd,Auli'i Cravalho,How Far I'll Go,74
573,2092,3zn6r8zqyZBuiOa7PrAtPm,Rihanna,Consideration - Dirty South Remix,17
574,5057,5lR3vawpMtZd2TgcBx4hBn,CardlinAudio,Baaaaby Let Me Go Back to Sleep,3
575,1728,6qspW4YKycviDFjHBOaqUY,TLC,Waterfalls,76
576,1530,7bKxc7UstlRxOtNBvLjGSs,The Internet,It Gets Better (With Time),54
577,2925,7kSnTetIKAJZpKV2kEBHsv,Boyz II Men,I Will Get There - A Cappella,35
578,1402,4kte3OcW800TPvOVgrLLj8,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),70
579,2893,697zIbTO0LMhupzGblYREm,Action Bronson,Imported Goods,63
580,2323,0DiDStADDVh3SvAsoJAFMk,Jonas Brothers,Only Human,71
581,1872,0ODFPypnJLE6hKgahiuSzn,Musiq Soulchild,teachme,56
582,3623,3mdsDgWOkTDOUWboBAMIxI,TLC,I'm Good at Being Bad,35
583,5023,3hlhefxgyp4MDnN6C2dQ5H,Backstreet Boys,All I Have to Give,53
584,2265,3RzYbj6Rr6mSJCar4Ua86F,VIOLENT VIRA,I Don't Care,70
